,index,bmi_admit
373,26.940000534057617,520
374,31.3799991607666,520
375,23.690000534057617,519
376,23.809999465942383,517
377,20.34000015258789,516
378,24.06999969482422,516
379,23.1299991607666,516
380,27.049999237060547,516
381,27.110000610351562,515
382,28.719999313354492,515
383,36.61000061035156,515
384,24.950000762939453,514
385,29.239999771118164,513
386,20.530000686645508,513
387,29.440000534057617,513
388,20.510000228881836,513
389,30.709999084472656,512
390,32.41999816894531,512
391,23.100000381469727,512
392,26.90999984741211,512
393,26.25,512
394,27.209999084472656,511
395,23.719999313354492,510
396,24.81999969482422,509
397,27.920000076293945,509
398,27.709999084472656,509
399,25.940000534057617,509
400,23.479999542236328,509
401,30.06999969482422,509
402,27.729999542236328,508
403,26.34000015258789,507
404,27.610000610351562,506
405,22.850000381469727,506
406,25.920000076293945,505
407,30.989999771118164,504
408,20.969999313354492,504
409,25.549999237060547,502
410,28.139999389648438,502
411,25.780000686645508,502
412,24.239999771118164,501
413,20.989999771118164,500
414,28.90999984741211,499
415,24.780000686645508,499
416,25.600000381469727,497
417,24.8799991607666,497
418,19.770000457763672,497
419,24.790000915527344,496
420,19.200000762939453,496
421,25.420000076293945,496
422,22.450000762939453,495
423,30.290000915527344,495
424,26.079999923706055,495
425,28.3700008392334,495
426,23.43000030517578,494
427,25.899999618530273,493
428,25.309999465942383,492
429,23.010000228881836,492
430,32.45000076293945,491
431,27.81999969482422,491
432,28.81999969482422,490
433,27.690000534057617,490
434,29.5,490
435,29.040000915527344,489
436,26.440000534057617,489
437,19.489999771118164,488
438,24.530000686645508,488
439,23.0,488
440,32.77000045776367,488
441,25.6299991607666,488
442,25.959999084472656,488
443,31.469999313354492,487
444,26.510000228881836,487
445,30.299999237060547,487
446,22.649999618530273,487
447,24.719999313354492,487
448,31.239999771118164,487
449,24.110000610351562,486
450,23.860000610351562,485
451,21.920000076293945,485
452,26.729999542236328,484
453,25.760000228881836,483
454,33.22999954223633,482
455,23.079999923706055,482
456,24.0,480
457,24.639999389648438,480
458,34.310001373291016,479
459,29.56999969482422,479
460,29.170000076293945,479
461,27.309999465942383,478
462,27.8700008392334,478
463,25.520000457763672,477
464,32.29999923706055,477
465,27.149999618530273,477
466,23.229999542236328,476
467,29.790000915527344,476
468,21.940000534057617,476
469,26.719999313354492,475
470,22.489999771118164,475
471,29.799999237060547,475
472,28.549999237060547,475
473,26.8700008392334,475
474,33.65999984741211,475
475,27.860000610351562,474
476,25.559999465942383,473
477,30.450000762939453,473
478,30.020000457763672,473
479,28.260000228881836,473
480,27.520000457763672,472
481,30.469999313354492,471
482,28.079999923706055,471
483,22.780000686645508,471
484,26.559999465942383,470
485,22.329999923706055,470
486,20.920000076293945,469
487,28.739999771118164,469
488,24.760000228881836,469
489,27.56999969482422,469
490,24.100000381469727,469
491,27.75,469
492,28.649999618530273,468
493,32.13999938964844,468
494,28.360000610351562,468
495,23.950000762939453,467
496,20.479999542236328,467
497,20.780000686645508,467
498,30.8799991607666,467
499,29.6299991607666,467
500,28.0,467
501,30.649999618530273,467
502,19.969999313354492,466
503,27.59000015258789,466
504,27.510000228881836,466
505,27.65999984741211,465
506,22.920000076293945,465
507,26.920000076293945,464
508,24.709999084472656,464
509,22.690000534057617,464
510,25.290000915527344,463
511,32.88999938964844,463
512,20.850000381469727,463
513,30.170000076293945,463
514,24.34000015258789,463
515,22.93000030517578,462
516,28.06999969482422,462
517,29.690000534057617,462
518,23.850000381469727,461
519,23.649999618530273,461
520,31.739999771118164,461
521,23.8700008392334,460
522,25.040000915527344,460
523,23.979999542236328,460
524,36.4900016784668,460
525,26.40999984741211,459
526,23.81999969482422,459
527,23.09000015258789,459
528,27.770000457763672,459
529,34.95000076293945,459
530,34.45000076293945,459
531,24.540000915527344,458
532,28.6299991607666,458
533,28.209999084472656,457
534,26.489999771118164,457
535,21.579999923706055,456
536,38.7400016784668,456
537,28.979999542236328,456
538,22.270000457763672,455
539,20.65999984741211,455
540,26.209999084472656,455
541,23.8799991607666,455
542,30.079999923706055,454
543,26.75,453
544,25.3799991607666,453
545,19.940000534057617,453
546,27.8799991607666,453
547,21.09000015258789,453
548,28.459999084472656,452
549,24.459999084472656,452
550,24.600000381469727,452
551,33.29999923706055,451
552,24.25,450
553,23.18000030517578,450
554,32.95000076293945,450
555,23.1200008392334,450
556,22.81999969482422,449
557,21.399999618530273,449
558,31.8700008392334,448
559,27.6299991607666,448
560,34.459999084472656,448
561,27.030000686645508,448
562,26.110000610351562,448
563,34.70000076293945,447
564,26.479999542236328,446
565,20.09000015258789,446
566,24.610000610351562,446
567,21.1299991607666,446
568,24.360000610351562,446
569,22.610000610351562,446
570,28.670000076293945,445
571,30.81999969482422,444
572,24.290000915527344,444
573,26.65999984741211,444
574,27.530000686645508,444
575,31.790000915527344,444
576,34.66999816894531,444
577,29.75,444
578,27.0,443
579,21.40999984741211,443
580,22.8700008392334,441
581,21.450000762939453,441
582,23.389999389648438,441
583,33.630001068115234,441
584,25.889999389648438,439
585,28.049999237060547,439
586,21.6200008392334,439
587,26.1200008392334,439
588,32.220001220703125,438
589,28.940000534057617,438
590,32.619998931884766,437
591,24.860000610351562,437
592,29.850000381469727,437
593,28.270000457763672,436
594,33.25,435
595,25.280000686645508,435
596,23.420000076293945,435
597,27.639999389648438,435
598,24.65999984741211,435
599,21.299999237060547,434
600,23.209999084472656,434
601,29.010000228881836,434
602,27.969999313354492,433
603,22.469999313354492,433
604,21.8700008392334,433
605,28.760000228881836,432
606,24.899999618530273,432
607,23.469999313354492,432
608,33.88999938964844,431
609,28.520000457763672,431
610,29.149999618530273,431
611,27.93000030517578,431
612,27.899999618530273,430
613,30.280000686645508,429
614,34.720001220703125,429
615,22.68000030517578,429
616,23.68000030517578,428
617,28.100000381469727,427
618,24.18000030517578,427
619,24.670000076293945,427
620,25.200000762939453,427
621,26.31999969482422,427
622,32.689998626708984,427
623,23.5,426
624,30.239999771118164,426
625,24.010000228881836,426
626,32.540000915527344,426
627,31.40999984741211,426
628,34.869998931884766,425
629,26.030000686645508,425
630,29.59000015258789,425
631,27.940000534057617,425
632,26.81999969482422,425
633,26.299999237060547,425
634,24.299999237060547,424
635,21.829999923706055,424
636,22.260000228881836,424
637,32.599998474121094,423
638,22.6299991607666,423
639,30.209999084472656,423
640,33.75,423
641,22.729999542236328,422
642,23.260000228881836,422
643,22.399999618530273,422
644,27.479999542236328,422
645,31.459999084472656,421
646,23.040000915527344,421
647,26.860000610351562,420
648,26.239999771118164,420
649,28.93000030517578,420
650,25.18000030517578,420
651,24.059999465942383,419
652,24.59000015258789,419
653,36.279998779296875,418
654,25.15999984741211,418
655,38.27000045776367,418
656,27.469999313354492,418
657,21.110000610351562,418
658,20.809999465942383,418
659,23.600000381469727,417
660,31.530000686645508,417
661,20.190000534057617,417
662,30.260000228881836,416
663,28.43000030517578,416
664,26.59000015258789,416
665,26.8799991607666,416
666,22.200000762939453,416
667,25.979999542236328,415
668,30.729999542236328,415
669,33.09000015258789,414
670,28.15999984741211,414
671,24.09000015258789,414
672,28.950000762939453,414
673,24.170000076293945,414
674,31.329999923706055,414
675,22.530000686645508,414
676,25.219999313354492,413
677,27.270000457763672,413
678,25.40999984741211,413
679,19.56999969482422,413
680,24.190000534057617,412
681,31.1200008392334,412
682,31.139999389648438,412
683,19.84000015258789,412
684,27.780000686645508,412
685,23.889999389648438,412
686,29.559999465942383,411
687,33.83000183105469,411
688,30.860000610351562,411
689,24.520000457763672,411
690,23.989999771118164,411
691,26.190000534057617,411
692,23.309999465942383,411
693,29.540000915527344,411
694,29.059999465942383,409
695,28.56999969482422,409
696,28.18000030517578,409
697,29.489999771118164,409
698,20.899999618530273,409
699,23.520000457763672,408
700,29.65999984741211,408
701,20.829999923706055,407
702,31.780000686645508,407
703,29.43000030517578,407
704,33.84000015258789,407
705,31.440000534057617,407
706,28.239999771118164,407
707,33.459999084472656,407
708,30.799999237060547,407
709,37.119998931884766,407
710,36.029998779296875,407
711,21.889999389648438,407
712,33.959999084472656,406
713,23.530000686645508,406
714,29.940000534057617,406
715,27.420000076293945,406
716,22.59000015258789,406
717,31.06999969482422,406
718,33.130001068115234,405
719,26.229999542236328,405
720,26.18000030517578,404
721,35.529998779296875,404
722,30.56999969482422,403
723,26.989999771118164,403
724,23.149999618530273,403
725,31.65999984741211,402
726,21.469999313354492,402
727,20.18000030517578,401
728,25.360000610351562,400
729,28.420000076293945,400
730,31.940000534057617,399
731,28.8799991607666,399
732,27.489999771118164,398
733,21.309999465942383,398
734,27.360000610351562,398
735,30.809999465942383,398
736,29.09000015258789,398
737,35.189998626708984,397
738,29.200000762939453,397
739,29.549999237060547,397
740,34.02000045776367,397
741,25.440000534057617,395
742,29.709999084472656,395
743,30.350000381469727,395
744,29.479999542236328,394
745,34.970001220703125,394
746,21.350000381469727,394
747,31.479999542236328,394
748,18.8799991607666,393
749,26.600000381469727,393
750,24.6200008392334,393
751,25.209999084472656,393
752,30.8700008392334,393
753,26.329999923706055,393
754,30.25,393
755,32.58000183105469,393
756,30.829999923706055,391
757,22.420000076293945,390
758,24.309999465942383,390
759,32.5,389
760,32.189998626708984,389
761,25.709999084472656,389
762,22.739999771118164,389
763,31.850000381469727,388
764,23.65999984741211,388
765,27.18000030517578,388
766,34.18000030517578,387
767,19.639999389648438,386
768,20.079999923706055,386
769,19.799999237060547,386
770,29.579999923706055,386
771,31.600000381469727,385
772,28.709999084472656,385
773,24.3799991607666,385
774,26.809999465942383,385
775,23.200000762939453,385
776,28.229999542236328,385
777,32.90999984741211,384
778,34.959999084472656,384
779,27.579999923706055,384
780,37.59000015258789,384
781,25.8799991607666,384
782,25.350000381469727,384
783,28.600000381469727,383
784,22.219999313354492,383
785,29.079999923706055,383
786,32.880001068115234,382
787,21.440000534057617,382
788,29.0,381
789,30.200000762939453,381
790,32.59000015258789,381
791,25.739999771118164,381
792,34.540000915527344,381
793,25.31999969482422,380
794,36.900001525878906,380
795,31.799999237060547,380
796,31.389999389648438,379
797,30.549999237060547,379
798,21.860000610351562,379
799,29.280000686645508,379
800,26.06999969482422,379
801,36.58000183105469,378
802,31.350000381469727,378
803,35.779998779296875,378
804,27.5,378
805,19.920000076293945,378
806,31.420000076293945,377
807,26.139999389648438,377
808,25.469999313354492,376
809,32.959999084472656,376
810,33.4900016784668,376
811,35.5099983215332,376
812,25.649999618530273,376
813,34.369998931884766,376
814,28.510000228881836,376
815,24.739999771118164,375
816,22.829999923706055,375
817,28.68000030517578,375
818,27.389999389648438,375
819,27.329999923706055,375
820,25.59000015258789,374
821,22.3700008392334,374
822,32.2599983215332,374
823,29.670000076293945,373
824,32.439998626708984,373
825,29.889999389648438,373
826,20.549999237060547,373
827,26.360000610351562,372
828,25.450000762939453,372
829,23.899999618530273,372
830,22.989999771118164,372
831,27.09000015258789,372
832,29.190000534057617,372
833,29.3700008392334,371
834,32.72999954223633,371
835,24.420000076293945,371
836,32.0,371
837,22.760000228881836,370
838,22.479999542236328,370
839,34.11000061035156,370
840,22.100000381469727,370
841,28.219999313354492,370
842,32.27000045776367,369
843,31.049999237060547,369
844,27.649999618530273,368
845,37.11000061035156,368
846,22.8799991607666,368
847,22.549999237060547,368
848,32.93000030517578,368
849,28.030000686645508,368
850,33.9900016784668,368
851,27.139999389648438,367
852,24.049999237060547,367
853,25.270000457763672,367
854,21.020000457763672,365
855,33.650001525878906,365
856,35.2599983215332,364
857,31.81999969482422,364
858,26.649999618530273,363
859,23.700000762939453,362
860,36.04999923706055,362
861,21.68000030517578,361
862,26.270000457763672,361
863,32.11000061035156,361
864,32.31999969482422,361
865,29.600000381469727,361
866,33.95000076293945,360
867,21.559999465942383,360
868,29.139999389648438,360
869,28.780000686645508,359
870,29.809999465942383,359
871,29.969999313354492,359
872,26.709999084472656,358
873,30.360000610351562,358
874,23.790000915527344,358
875,24.649999618530273,358
876,22.350000381469727,358
877,30.530000686645508,358
878,31.709999084472656,358
879,30.950000762939453,358
880,23.3700008392334,357
881,26.979999542236328,357
882,18.25,357
883,27.079999923706055,357
884,31.809999465942383,357
885,29.959999084472656,356
886,32.38999938964844,356
887,22.020000457763672,356
888,23.290000915527344,356
889,32.560001373291016,356
890,35.279998779296875,356
891,32.2400016784668,355
892,33.59000015258789,355
893,23.25,355
894,30.399999618530273,355
895,21.280000686645508,355
896,30.510000228881836,355
897,27.540000915527344,354
898,22.979999542236328,354
899,21.739999771118164,354
900,19.739999771118164,354
901,33.81999969482422,354
902,34.220001220703125,354
903,34.38999938964844,353
904,32.25,353
905,21.209999084472656,353
906,25.479999542236328,353
907,27.190000534057617,353
908,34.380001068115234,352
909,25.719999313354492,352
910,27.299999237060547,351
911,24.989999771118164,351
912,32.97999954223633,351
913,32.43000030517578,351
914,29.25,350
915,27.15999984741211,350
916,35.939998626708984,350
917,21.639999389648438,350
918,22.700000762939453,350
919,22.790000915527344,349
920,21.239999771118164,349
921,34.060001373291016,349
922,23.350000381469727,349
923,31.84000015258789,349
924,25.010000228881836,348
925,25.639999389648438,348
926,34.189998626708984,348
927,29.920000076293945,348
928,23.549999237060547,348
929,36.31999969482422,348
930,26.3799991607666,348
931,22.079999923706055,347
932,20.299999237060547,347
933,24.829999923706055,347
934,20.93000030517578,346
935,28.610000610351562,346
936,27.239999771118164,346
937,38.09000015258789,345
938,27.350000381469727,345
939,21.489999771118164,345
940,34.56999969482422,345
941,22.18000030517578,344
942,28.020000457763672,344
943,20.219999313354492,343
944,33.720001220703125,343
945,26.549999237060547,343
946,22.6200008392334,343
947,29.8799991607666,343
948,33.150001525878906,343
949,32.7400016784668,342
950,31.670000076293945,342
951,23.760000228881836,342
952,24.1200008392334,342
953,26.530000686645508,341
954,24.399999618530273,341
955,20.06999969482422,341
956,28.690000534057617,341
957,28.440000534057617,340
958,35.66999816894531,340
959,29.81999969482422,339
960,29.899999618530273,339
961,30.600000381469727,339
962,25.950000762939453,339
963,20.700000762939453,339
964,38.40999984741211,339
965,23.579999923706055,338
966,30.5,338
967,28.200000762939453,337
968,28.829999923706055,337
969,28.010000228881836,336
970,21.31999969482422,336
971,30.84000015258789,336
972,34.75,336
973,30.65999984741211,336
974,28.809999465942383,335
975,29.3799991607666,335
976,21.219999313354492,335
977,23.190000534057617,335
978,33.119998931884766,335
979,26.68000030517578,335
980,22.059999465942383,335
981,30.100000381469727,335
982,24.350000381469727,335
983,21.809999465942383,334
984,30.489999771118164,334
985,37.310001373291016,332
986,20.940000534057617,332
987,31.729999542236328,332
988,28.450000762939453,332
989,22.799999237060547,332
990,30.049999237060547,332
991,22.75,332
992,29.420000076293945,331
993,29.510000228881836,331
994,32.40999984741211,331
995,21.1200008392334,331
996,30.920000076293945,330
997,33.099998474121094,330
998,26.739999771118164,330
999,21.709999084472656,329
1000,28.110000610351562,329
1001,21.75,329
1002,20.25,329
1003,25.670000076293945,328
1004,32.040000915527344,328
1005,25.8700008392334,328
1006,26.420000076293945,328
1007,33.36000061035156,328
1008,19.260000228881836,327
1009,25.139999389648438,327
1010,33.97999954223633,327
1011,33.52000045776367,327
1012,36.209999084472656,327
1013,25.90999984741211,326
1014,22.579999923706055,326
1015,26.280000686645508,325
1016,20.200000762939453,325
1017,21.729999542236328,325
1018,25.489999771118164,325
1019,35.72999954223633,325
1020,26.059999465942383,325
1021,19.389999389648438,325
1022,28.579999923706055,324
1023,31.579999923706055,324
1024,31.149999618530273,324
1025,23.450000762939453,323
1026,21.25,323
1027,24.15999984741211,323
1028,20.75,323
1029,27.950000762939453,323
1030,24.260000228881836,323
1031,30.780000686645508,323
1032,36.0099983215332,323
1033,21.989999771118164,323
1034,31.100000381469727,322
1035,24.5,322
1036,23.219999313354492,322
1037,31.3700008392334,322
1038,39.060001373291016,322
1039,33.02000045776367,322
1040,22.520000457763672,322
1041,34.20000076293945,322
1042,29.639999389648438,322
1043,31.030000686645508,321
1044,28.399999618530273,321
1045,36.33000183105469,321
1046,27.040000915527344,321
1047,24.31999969482422,321
1048,20.450000762939453,320
1049,31.700000762939453,320
1050,27.1299991607666,320
1051,31.549999237060547,319
1052,24.489999771118164,319
1053,26.670000076293945,319
1054,20.229999542236328,319
1055,31.899999618530273,318
1056,33.61000061035156,318
1057,33.63999938964844,318
1058,38.77000045776367,318
1059,19.790000915527344,317
1060,18.790000915527344,317
1061,34.58000183105469,317
1062,20.81999969482422,316
1063,21.530000686645508,316
1064,33.27000045776367,316
1065,31.520000457763672,316
1066,27.559999465942383,316
1067,33.290000915527344,316
1068,27.700000762939453,316
1069,33.06999969482422,315
1070,24.229999542236328,315
1071,30.639999389648438,315
1072,27.739999771118164,315
1073,22.969999313354492,315
1074,32.060001373291016,315
1075,31.510000228881836,314
1076,34.40999984741211,314
1077,31.649999618530273,313
1078,21.899999618530273,313
1079,22.1200008392334,313
1080,21.549999237060547,313
1081,26.350000381469727,313
1082,30.31999969482422,313
1083,37.7599983215332,312
1084,34.15999984741211,312
1085,33.779998779296875,312
1086,30.139999389648438,312
1087,30.3700008392334,312
1088,32.470001220703125,312
1089,23.31999969482422,312
1090,31.219999313354492,312
1091,34.86000061035156,312
1092,22.170000076293945,312
1093,30.959999084472656,311
1094,18.649999618530273,311
1095,21.43000030517578,311
1096,18.469999313354492,311
1097,32.369998931884766,311
1098,35.119998931884766,310
1099,34.93000030517578,310
1100,35.0,310
1101,23.270000457763672,310
1102,22.040000915527344,310
1103,19.309999465942383,310
1104,30.90999984741211,310
1105,22.899999618530273,309
1106,37.20000076293945,309
1107,32.18000030517578,308
1108,35.08000183105469,308
1109,20.110000610351562,308
1110,22.06999969482422,307
1111,39.939998626708984,307
1112,31.969999313354492,307
1113,29.459999084472656,307
1114,32.9900016784668,307
1115,28.389999389648438,307
1116,21.90999984741211,307
1117,19.889999389648438,307
1118,21.3799991607666,307
1119,25.43000030517578,306
1120,29.31999969482422,306
1121,24.440000534057617,305
1122,24.920000076293945,305
1123,30.889999389648438,305
1124,18.989999771118164,305
1125,25.170000076293945,304
1126,33.5099983215332,304
1127,30.690000534057617,304
1128,31.15999984741211,304
1129,32.869998931884766,304
1130,21.389999389648438,304
1131,34.209999084472656,304
1132,35.02000045776367,303
1133,32.22999954223633,303
1134,32.459999084472656,303
1135,29.360000610351562,303
1136,34.61000061035156,303
1137,21.670000076293945,302
1138,21.420000076293945,302
1139,22.440000534057617,302
1140,19.579999923706055,302
1141,31.040000915527344,301
1142,22.84000015258789,301
1143,32.70000076293945,301
1144,22.209999084472656,301
1145,20.5,301
1146,33.72999954223633,301
1147,22.559999465942383,301
1148,33.08000183105469,300
1149,33.86000061035156,300
1150,23.510000228881836,300
1151,33.310001373291016,300
1152,20.6299991607666,300
1153,32.56999969482422,300
1154,29.719999313354492,300
1155,18.600000381469727,300
1156,18.290000915527344,299
1157,25.93000030517578,299
1158,33.43000030517578,299
1159,28.850000381469727,298
1160,36.02000045776367,298
1161,20.020000457763672,298
1162,22.510000228881836,297
1163,24.729999542236328,297
1164,39.15999984741211,297
