,index,length_of_stay
774,1 days 21:56:00.000000000,260
775,0 days 22:24:00.000000000,260
776,1 days 20:51:00.000000000,260
777,2 days 02:37:00.000000000,260
778,2 days 01:19:00.000000000,260
779,2 days 17:10:00.000000000,260
780,1 days 00:01:00.000000000,260
781,1 days 21:03:00.000000000,260
782,1 days 23:54:00.000000000,260
783,2 days 01:11:00.000000000,260
784,1 days 11:00:00.000000000,260
785,2 days 10:45:00.000000000,260
786,1 days 07:35:00.000000000,260
787,0 days 22:41:00.000000000,260
788,1 days 21:28:00.000000000,260
789,1 days 07:00:00.000000000,260
790,1 days 08:20:00.000000000,260
791,2 days 18:25:00.000000000,260
792,1 days 04:12:00.000000000,259
793,1 days 00:33:00.000000000,259
794,2 days 01:37:00.000000000,259
795,2 days 02:18:00.000000000,259
796,1 days 20:36:00.000000000,259
797,2 days 03:27:00.000000000,259
798,2 days 01:31:00.000000000,259
799,1 days 12:15:00.000000000,259
800,2 days 19:50:00.000000000,259
801,1 days 22:44:00.000000000,259
802,0 days 19:52:00.000000000,259
803,1 days 19:07:00.000000000,259
804,1 days 19:48:00.000000000,259
805,3 days 00:50:00.000000000,259
806,2 days 00:58:00.000000000,259
807,2 days 01:36:00.000000000,259
808,1 days 19:38:00.000000000,259
809,2 days 12:00:00.000000000,259
810,1 days 00:02:00.000000000,259
811,2 days 11:30:00.000000000,259
812,1 days 02:12:00.000000000,258
813,2 days 15:45:00.000000000,258
814,1 days 21:46:00.000000000,258
815,1 days 22:06:00.000000000,258
816,1 days 01:52:00.000000000,258
817,1 days 22:47:00.000000000,258
818,3 days 01:50:00.000000000,258
819,1 days 20:23:00.000000000,258
820,0 days 23:39:00.000000000,258
821,2 days 04:17:00.000000000,258
822,1 days 19:36:00.000000000,258
823,0 days 21:03:00.000000000,258
824,2 days 02:43:00.000000000,258
825,1 days 01:53:00.000000000,258
826,1 days 01:22:00.000000000,258
827,1 days 22:08:00.000000000,257
828,2 days 01:17:00.000000000,257
829,1 days 19:13:00.000000000,257
830,2 days 01:18:00.000000000,257
831,3 days 07:15:00.000000000,257
832,0 days 20:03:00.000000000,257
833,1 days 10:15:00.000000000,257
834,1 days 02:53:00.000000000,257
835,2 days 09:30:00.000000000,257
836,1 days 01:06:00.000000000,257
837,2 days 03:14:00.000000000,257
838,2 days 00:24:00.000000000,257
839,2 days 09:45:00.000000000,257
840,1 days 01:57:00.000000000,257
841,2 days 00:17:00.000000000,257
842,1 days 21:41:00.000000000,256
843,1 days 20:52:00.000000000,256
844,3 days 01:20:00.000000000,256
845,1 days 14:30:00.000000000,256
846,1 days 15:25:00.000000000,256
847,1 days 20:01:00.000000000,256
848,0 days 22:46:00.000000000,256
849,1 days 19:47:00.000000000,256
850,2 days 01:33:00.000000000,256
851,1 days 20:26:00.000000000,256
852,2 days 02:58:00.000000000,256
853,1 days 23:18:00.000000000,256
854,1 days 00:38:00.000000000,256
855,2 days 01:52:00.000000000,256
856,0 days 23:13:00.000000000,256
857,1 days 20:24:00.000000000,256
858,2 days 02:16:00.000000000,256
859,1 days 16:20:00.000000000,256
860,0 days 21:11:00.000000000,256
861,2 days 01:23:00.000000000,256
862,1 days 23:27:00.000000000,256
863,1 days 20:57:00.000000000,256
864,1 days 17:02:00.000000000,256
865,0 days 15:40:00.000000000,255
866,1 days 00:26:00.000000000,255
867,1 days 18:53:00.000000000,255
868,1 days 19:52:00.000000000,255
869,0 days 23:31:00.000000000,255
870,1 days 20:13:00.000000000,255
871,1 days 20:08:00.000000000,255
872,1 days 14:55:00.000000000,255
873,1 days 00:13:00.000000000,255
874,3 days 02:25:00.000000000,255
875,2 days 04:09:00.000000000,255
876,2 days 06:05:00.000000000,255
877,2 days 19:40:00.000000000,255
878,1 days 19:39:00.000000000,255
879,0 days 22:51:00.000000000,255
880,2 days 19:25:00.000000000,255
881,1 days 23:33:00.000000000,255
882,2 days 00:22:00.000000000,255
883,0 days 21:01:00.000000000,255
884,2 days 02:17:00.000000000,255
885,0 days 21:32:00.000000000,255
886,3 days 20:45:00.000000000,255
887,0 days 22:22:00.000000000,254
888,2 days 06:18:00.000000000,254
889,1 days 03:51:00.000000000,254
890,0 days 23:44:00.000000000,254
891,0 days 21:16:00.000000000,254
892,2 days 03:12:00.000000000,254
893,2 days 03:31:00.000000000,254
894,1 days 20:33:00.000000000,254
895,0 days 23:18:00.000000000,254
896,2 days 08:40:00.000000000,254
897,2 days 18:55:00.000000000,254
898,0 days 13:45:00.000000000,254
899,1 days 00:24:00.000000000,254
900,0 days 19:07:00.000000000,254
901,1 days 21:43:00.000000000,254
902,2 days 02:31:00.000000000,254
903,2 days 07:55:00.000000000,254
904,1 days 05:25:00.000000000,254
905,1 days 19:29:00.000000000,254
906,1 days 19:12:00.000000000,254
907,1 days 23:24:00.000000000,254
908,0 days 22:19:00.000000000,254
909,0 days 22:04:00.000000000,254
910,0 days 20:08:00.000000000,254
911,3 days 06:45:00.000000000,253
912,3 days 06:30:00.000000000,253
913,0 days 14:45:00.000000000,253
914,0 days 22:16:00.000000000,253
915,2 days 02:06:00.000000000,253
916,0 days 23:26:00.000000000,253
917,1 days 22:02:00.000000000,253
918,2 days 18:40:00.000000000,253
919,1 days 19:42:00.000000000,253
920,1 days 23:28:00.000000000,253
921,2 days 14:30:00.000000000,253
922,1 days 13:15:00.000000000,253
923,2 days 03:48:00.000000000,253
924,2 days 02:53:00.000000000,253
925,2 days 01:21:00.000000000,253
926,0 days 21:38:00.000000000,253
927,1 days 19:28:00.000000000,252
928,1 days 19:49:00.000000000,252
929,2 days 02:09:00.000000000,252
930,0 days 23:17:00.000000000,252
931,1 days 19:58:00.000000000,252
932,2 days 01:28:00.000000000,252
933,3 days 04:20:00.000000000,252
934,0 days 21:07:00.000000000,252
935,1 days 01:21:00.000000000,252
936,1 days 19:43:00.000000000,252
937,0 days 21:02:00.000000000,252
938,1 days 01:34:00.000000000,252
939,1 days 20:19:00.000000000,252
940,0 days 22:17:00.000000000,252
941,3 days 04:05:00.000000000,252
942,1 days 00:11:00.000000000,252
943,1 days 19:22:00.000000000,252
944,1 days 01:11:00.000000000,252
945,1 days 02:08:00.000000000,252
946,1 days 23:31:00.000000000,252
947,1 days 19:26:00.000000000,252
948,1 days 23:43:00.000000000,252
949,3 days 20:00:00.000000000,252
950,3 days 03:05:00.000000000,252
951,2 days 07:40:00.000000000,251
952,1 days 22:04:00.000000000,251
953,2 days 01:39:00.000000000,251
954,0 days 23:46:00.000000000,251
955,0 days 23:33:00.000000000,251
956,1 days 02:41:00.000000000,251
957,3 days 02:35:00.000000000,251
958,0 days 23:12:00.000000000,251
959,0 days 16:50:00.000000000,251
960,2 days 08:25:00.000000000,251
961,0 days 17:40:00.000000000,251
962,1 days 13:00:00.000000000,251
963,1 days 03:22:00.000000000,251
964,1 days 21:01:00.000000000,251
965,2 days 07:05:00.000000000,251
966,2 days 19:55:00.000000000,251
967,1 days 02:14:00.000000000,251
968,0 days 22:47:00.000000000,251
969,3 days 02:05:00.000000000,251
970,2 days 01:54:00.000000000,251
971,1 days 02:52:00.000000000,251
972,2 days 00:04:00.000000000,251
973,2 days 22:25:00.000000000,251
974,1 days 12:00:00.000000000,251
975,2 days 00:18:00.000000000,251
976,2 days 01:42:00.000000000,251
977,0 days 23:21:00.000000000,251
978,1 days 00:48:00.000000000,250
979,1 days 19:14:00.000000000,250
980,1 days 20:03:00.000000000,250
981,0 days 23:34:00.000000000,250
982,0 days 16:55:00.000000000,250
983,1 days 00:41:00.000000000,250
984,1 days 09:40:00.000000000,250
985,1 days 18:28:00.000000000,250
986,2 days 01:41:00.000000000,250
987,1 days 19:56:00.000000000,250
988,1 days 01:48:00.000000000,250
989,3 days 03:55:00.000000000,250
990,0 days 20:58:00.000000000,250
991,1 days 15:05:00.000000000,250
992,1 days 01:58:00.000000000,250
993,1 days 08:05:00.000000000,250
994,1 days 18:48:00.000000000,250
995,1 days 09:35:00.000000000,250
996,0 days 22:52:00.000000000,250
997,2 days 03:13:00.000000000,250
998,1 days 19:32:00.000000000,250
999,1 days 03:08:00.000000000,250
1000,0 days 20:18:00.000000000,250
1001,1 days 07:40:00.000000000,250
1002,0 days 22:38:00.000000000,249
1003,0 days 22:56:00.000000000,249
1004,1 days 21:59:00.000000000,249
1005,0 days 21:23:00.000000000,249
1006,0 days 19:21:00.000000000,249
1007,1 days 00:58:00.000000000,249
1008,2 days 02:29:00.000000000,249
1009,2 days 16:20:00.000000000,249
1010,2 days 02:27:00.000000000,249
1011,1 days 17:43:00.000000000,249
1012,2 days 08:05:00.000000000,249
1013,1 days 21:06:00.000000000,249
1014,1 days 18:18:00.000000000,249
1015,1 days 01:09:00.000000000,249
1016,1 days 20:34:00.000000000,249
1017,1 days 23:58:00.000000000,249
1018,0 days 16:05:00.000000000,249
1019,1 days 01:03:00.000000000,249
1020,1 days 20:53:00.000000000,249
1021,2 days 01:27:00.000000000,249
1022,1 days 21:34:00.000000000,249
1023,0 days 23:09:00.000000000,249
1024,1 days 18:34:00.000000000,249
1025,2 days 04:43:00.000000000,249
1026,2 days 04:06:00.000000000,249
1027,1 days 18:38:00.000000000,249
1028,3 days 02:55:00.000000000,249
1029,2 days 01:58:00.000000000,249
1030,1 days 00:14:00.000000000,248
1031,0 days 23:11:00.000000000,248
1032,3 days 02:50:00.000000000,248
1033,1 days 00:28:00.000000000,248
1034,1 days 03:12:00.000000000,248
1035,1 days 07:55:00.000000000,248
1036,2 days 04:03:00.000000000,248
1037,2 days 01:49:00.000000000,248
1038,2 days 01:34:00.000000000,248
1039,1 days 21:48:00.000000000,248
1040,1 days 21:09:00.000000000,248
1041,1 days 20:32:00.000000000,248
1042,1 days 02:07:00.000000000,248
1043,4 days 00:00:00.000000000,248
1044,1 days 04:09:00.000000000,248
1045,2 days 03:32:00.000000000,248
1046,0 days 21:47:00.000000000,248
1047,1 days 19:37:00.000000000,248
1048,1 days 18:52:00.000000000,248
1049,0 days 19:38:00.000000000,247
1050,1 days 20:48:00.000000000,247
1051,0 days 23:29:00.000000000,247
1052,0 days 23:01:00.000000000,247
1053,1 days 01:17:00.000000000,247
1054,2 days 17:50:00.000000000,247
1055,2 days 12:15:00.000000000,247
1056,1 days 19:19:00.000000000,247
1057,0 days 22:18:00.000000000,247
1058,1 days 02:23:00.000000000,247
1059,2 days 03:57:00.000000000,247
1060,1 days 05:35:00.000000000,247
1061,1 days 21:08:00.000000000,247
1062,1 days 00:08:00.000000000,247
1063,0 days 17:05:00.000000000,247
1064,1 days 04:27:00.000000000,247
1065,1 days 02:49:00.000000000,247
1066,1 days 19:16:00.000000000,247
1067,2 days 13:00:00.000000000,247
1068,1 days 20:59:00.000000000,247
1069,0 days 16:25:00.000000000,247
1070,2 days 04:26:00.000000000,247
1071,2 days 04:29:00.000000000,247
1072,2 days 09:10:00.000000000,246
1073,1 days 21:04:00.000000000,246
1074,2 days 04:14:00.000000000,246
1075,0 days 20:57:00.000000000,246
1076,2 days 03:44:00.000000000,246
1077,1 days 00:49:00.000000000,246
1078,1 days 22:22:00.000000000,246
1079,2 days 03:43:00.000000000,246
1080,2 days 07:35:00.000000000,246
1081,1 days 22:18:00.000000000,246
1082,1 days 02:29:00.000000000,246
1083,0 days 22:02:00.000000000,246
1084,2 days 04:39:00.000000000,246
1085,1 days 11:45:00.000000000,246
1086,1 days 21:31:00.000000000,246
1087,1 days 00:46:00.000000000,246
1088,1 days 18:46:00.000000000,245
1089,0 days 23:07:00.000000000,245
1090,1 days 22:41:00.000000000,245
1091,1 days 20:31:00.000000000,245
1092,0 days 22:48:00.000000000,245
1093,1 days 18:08:00.000000000,245
1094,0 days 22:42:00.000000000,245
1095,1 days 01:26:00.000000000,245
1096,1 days 02:27:00.000000000,245
1097,1 days 18:13:00.000000000,245
1098,1 days 02:22:00.000000000,245
1099,1 days 02:43:00.000000000,245
1100,2 days 02:12:00.000000000,245
1101,3 days 22:45:00.000000000,245
1102,0 days 21:48:00.000000000,245
1103,1 days 02:56:00.000000000,245
1104,1 days 01:56:00.000000000,245
1105,2 days 17:55:00.000000000,245
1106,0 days 22:36:00.000000000,245
1107,1 days 02:06:00.000000000,245
1108,0 days 20:22:00.000000000,244
1109,0 days 19:13:00.000000000,244
1110,2 days 18:45:00.000000000,244
1111,0 days 21:36:00.000000000,244
1112,1 days 20:06:00.000000000,244
1113,1 days 03:19:00.000000000,244
1114,1 days 13:10:00.000000000,244
1115,1 days 19:41:00.000000000,244
1116,2 days 03:49:00.000000000,244
1117,1 days 20:09:00.000000000,244
1118,1 days 21:13:00.000000000,244
1119,2 days 17:05:00.000000000,244
1120,1 days 20:41:00.000000000,244
1121,1 days 22:52:00.000000000,244
1122,0 days 22:44:00.000000000,244
1123,2 days 03:23:00.000000000,244
1124,0 days 23:59:00.000000000,244
1125,2 days 08:50:00.000000000,244
1126,2 days 04:13:00.000000000,244
1127,0 days 23:42:00.000000000,244
1128,1 days 00:37:00.000000000,244
1129,0 days 22:33:00.000000000,244
1130,1 days 18:41:00.000000000,244
1131,1 days 19:46:00.000000000,244
1132,1 days 10:20:00.000000000,244
1133,1 days 00:06:00.000000000,244
1134,1 days 10:10:00.000000000,244
1135,1 days 01:19:00.000000000,244
1136,2 days 02:47:00.000000000,244
1137,0 days 21:46:00.000000000,243
1138,0 days 21:53:00.000000000,243
1139,3 days 21:30:00.000000000,243
1140,0 days 21:51:00.000000000,243
1141,1 days 06:05:00.000000000,243
1142,1 days 00:54:00.000000000,243
1143,0 days 23:06:00.000000000,243
1144,1 days 01:14:00.000000000,243
1145,1 days 13:45:00.000000000,243
1146,2 days 06:44:00.000000000,243
1147,1 days 00:47:00.000000000,243
1148,0 days 21:43:00.000000000,243
1149,1 days 20:38:00.000000000,243
1150,0 days 20:26:00.000000000,243
1151,1 days 02:33:00.000000000,243
1152,1 days 16:42:00.000000000,243
1153,0 days 22:39:00.000000000,243
1154,1 days 17:41:00.000000000,243
1155,1 days 17:42:00.000000000,243
1156,2 days 06:08:00.000000000,243
1157,0 days 23:48:00.000000000,243
1158,1 days 18:56:00.000000000,243
1159,2 days 02:36:00.000000000,242
1160,1 days 19:08:00.000000000,242
1161,1 days 18:33:00.000000000,242
1162,1 days 22:54:00.000000000,242
1163,2 days 02:33:00.000000000,242
1164,0 days 21:18:00.000000000,242
1165,1 days 00:34:00.000000000,242
1166,3 days 08:30:00.000000000,242
1167,2 days 16:25:00.000000000,242
1168,2 days 02:38:00.000000000,242
1169,0 days 22:43:00.000000000,242
1170,2 days 17:25:00.000000000,242
1171,2 days 18:20:00.000000000,242
1172,1 days 03:32:00.000000000,242
1173,2 days 03:03:00.000000000,242
1174,1 days 22:01:00.000000000,242
1175,0 days 20:48:00.000000000,242
1176,4 days 00:30:00.000000000,242
1177,2 days 02:42:00.000000000,242
1178,0 days 19:53:00.000000000,242
1179,1 days 08:40:00.000000000,242
1180,1 days 18:54:00.000000000,241
1181,1 days 06:55:00.000000000,241
1182,0 days 16:10:00.000000000,241
1183,0 days 21:27:00.000000000,241
1184,2 days 13:45:00.000000000,241
1185,2 days 17:35:00.000000000,241
1186,3 days 03:40:00.000000000,241
1187,2 days 02:32:00.000000000,241
1188,1 days 02:16:00.000000000,241
1189,1 days 19:51:00.000000000,241
1190,0 days 23:02:00.000000000,241
1191,2 days 03:29:00.000000000,241
1192,2 days 02:03:00.000000000,241
1193,2 days 03:21:00.000000000,241
1194,1 days 03:18:00.000000000,241
1195,2 days 03:02:00.000000000,241
1196,3 days 22:15:00.000000000,240
1197,0 days 20:36:00.000000000,240
1198,1 days 00:27:00.000000000,240
1199,1 days 20:16:00.000000000,240
1200,1 days 15:35:00.000000000,240
1201,0 days 22:29:00.000000000,240
1202,2 days 01:51:00.000000000,240
1203,0 days 20:59:00.000000000,240
1204,2 days 09:50:00.000000000,240
1205,1 days 01:02:00.000000000,240
1206,1 days 02:38:00.000000000,240
1207,1 days 01:18:00.000000000,240
1208,2 days 01:46:00.000000000,240
1209,0 days 21:12:00.000000000,240
1210,1 days 19:17:00.000000000,240
1211,0 days 23:49:00.000000000,240
1212,0 days 20:02:00.000000000,240
1213,1 days 00:52:00.000000000,240
1214,1 days 20:07:00.000000000,239
1215,2 days 05:57:00.000000000,239
1216,0 days 23:54:00.000000000,239
1217,2 days 06:17:00.000000000,239
1218,1 days 15:55:00.000000000,239
1219,1 days 20:18:00.000000000,239
1220,1 days 19:09:00.000000000,239
1221,1 days 19:27:00.000000000,239
1222,2 days 03:51:00.000000000,239
1223,2 days 14:15:00.000000000,239
1224,0 days 21:21:00.000000000,239
1225,1 days 02:09:00.000000000,239
1226,1 days 17:52:00.000000000,239
1227,1 days 03:03:00.000000000,239
1228,1 days 01:54:00.000000000,239
1229,0 days 19:06:00.000000000,239
1230,1 days 01:27:00.000000000,239
1231,1 days 14:50:00.000000000,239
1232,0 days 23:04:00.000000000,239
1233,1 days 04:14:00.000000000,239
1234,2 days 01:14:00.000000000,239
1235,1 days 18:44:00.000000000,239
1236,2 days 03:42:00.000000000,239
1237,1 days 19:31:00.000000000,239
1238,1 days 03:58:00.000000000,239
1239,0 days 22:06:00.000000000,239
1240,1 days 18:16:00.000000000,239
1241,1 days 21:23:00.000000000,239
1242,0 days 21:31:00.000000000,239
1243,2 days 05:28:00.000000000,239
1244,0 days 19:58:00.000000000,239
1245,4 days 00:15:00.000000000,239
1246,2 days 16:40:00.000000000,238
1247,1 days 00:59:00.000000000,238
1248,0 days 22:08:00.000000000,238
1249,2 days 03:22:00.000000000,238
1250,2 days 03:54:00.000000000,238
1251,0 days 22:54:00.000000000,238
1252,0 days 21:37:00.000000000,238
1253,2 days 04:36:00.000000000,238
1254,2 days 02:56:00.000000000,238
1255,3 days 04:50:00.000000000,238
1256,1 days 19:57:00.000000000,238
1257,0 days 18:59:00.000000000,238
1258,3 days 23:30:00.000000000,238
1259,0 days 20:56:00.000000000,238
1260,2 days 03:58:00.000000000,238
1261,0 days 20:51:00.000000000,238
1262,2 days 18:35:00.000000000,238
1263,1 days 03:47:00.000000000,238
1264,2 days 02:51:00.000000000,238
1265,1 days 18:17:00.000000000,238
1266,2 days 23:54:00.000000000,238
1267,2 days 03:59:00.000000000,238
1268,1 days 00:51:00.000000000,238
1269,3 days 20:30:00.000000000,238
1270,1 days 02:13:00.000000000,238
1271,0 days 22:58:00.000000000,238
1272,0 days 22:21:00.000000000,238
1273,2 days 16:10:00.000000000,238
1274,2 days 03:06:00.000000000,238
1275,2 days 03:07:00.000000000,237
1276,2 days 02:23:00.000000000,237
1277,1 days 18:51:00.000000000,237
1278,1 days 00:57:00.000000000,237
1279,2 days 02:24:00.000000000,237
1280,2 days 05:21:00.000000000,237
1281,1 days 08:25:00.000000000,237
1282,2 days 04:44:00.000000000,237
1283,2 days 12:30:00.000000000,237
1284,1 days 10:50:00.000000000,237
1285,2 days 00:11:00.000000000,237
1286,1 days 03:28:00.000000000,237
1287,0 days 23:37:00.000000000,237
1288,2 days 04:19:00.000000000,237
1289,1 days 00:32:00.000000000,236
1290,1 days 09:20:00.000000000,236
1291,0 days 19:49:00.000000000,236
1292,0 days 21:34:00.000000000,236
1293,0 days 22:11:00.000000000,236
1294,2 days 20:53:00.000000000,236
1295,2 days 03:08:00.000000000,236
1296,3 days 21:00:00.000000000,236
1297,2 days 12:45:00.000000000,236
1298,0 days 21:44:00.000000000,236
1299,2 days 02:01:00.000000000,236
1300,0 days 19:57:00.000000000,236
1301,2 days 13:10:00.000000000,236
1302,1 days 17:22:00.000000000,236
1303,0 days 20:34:00.000000000,236
1304,2 days 04:37:00.000000000,236
1305,0 days 23:43:00.000000000,236
1306,1 days 19:44:00.000000000,235
1307,1 days 02:04:00.000000000,235
1308,0 days 21:17:00.000000000,235
1309,1 days 01:44:00.000000000,235
1310,2 days 01:59:00.000000000,235
1311,1 days 19:53:00.000000000,235
1312,1 days 01:51:00.000000000,235
1313,0 days 20:47:00.000000000,235
1314,3 days 18:30:00.000000000,235
1315,0 days 19:43:00.000000000,235
1316,2 days 05:09:00.000000000,235
